Question,Answer
ベニーとジェッツの非ライブバージョンはありますか,YES
オンスと液体オンスの違いはありますか,YES
どの州でもレストランで喫煙できますか,YES
核型はその人の遺伝的特徴のすべてを表しますか,YES
チェスでキングはチェックなしで動けますか,YES
アメリカはワールドカップに行ったことがありますか,YES
プリンス・アルバート・サスカチュワン州に空港はありますか,YES
司法試験を受けるには大学の学位が必要ですか,YES
ウェストバージニア州はフットボールでオハイオ州立大学と対戦したことがありますか,YES
大うつ病エピソードは何年も続くことがありますか,YES
カートとブレインはシーズン6で結婚しますか？,YES
インサイド・ザ・パークのホームランはホームランとしてカウントされますか,YES
プリティ・リトル・ライアーズ シーズン4でジェナは死亡しましたか？,No
3-0の劣勢から逆転したチームはあるだろうか,YES
死刑囚には最後の食事が与えられるのか,YES
アマゾンの熱帯雨林の近くに川の海岸や山地はありますか,YES
コロラドスプリングスに軍事基地はありますか,YES
投球と二塁打を同時にできますか,YES
実銃で空砲を発射できますか,YES
牛はひっくり返すと死んでしまいますか,No
植物油とヒマシ油は同じですか,No
チャンピオンズリーグの勝者は自動的に出場権を得るのか,YES
スウェーデンは学生に学校に通うのにお金を払っていますか,YES
トラヴィスは夜に来るで死ぬのか,YES
ニューヨークに女性知事がいたことがありますか,YES
チェスのゲームで、女王は騎士のように動けますか,No
汚れた魂を持つ天使は本物の映画ですか？,No
CD に複数回書き込むことはできますか,No
ローマカトリック教徒は聖公会で聖体拝領ができますか,No
休暇で北朝鮮に行ってもいいですか,YES
髪をドライヤーで乾かすとシラミが取れますか,YES
月の両面が見えますか,No
ゴールにボールを投げてもらえますか,No
ジョンという名前のハリケーンがあったことがありますか,YES
彼らはスタークロスのシーズン2を作っていますか？,No
人妻をメイド・オブ・オナーと呼んでもらえますか？,No
グレイズ・アナトミーのミュージカルエピソード、彼らは本当に歌っていたのか,YES
赤毛のアンはギルバート・ブライスと結婚しましたか,YES
『妹の番人』の中でケイトは死ぬの？,No
大統領は軍の長ですか,YES
レッドベルベットケーキミックスにはチョコレートが入っていますか,YES
花崗岩の山の人気者は全員死んだのか,No
ストレート トークで tracfone を使用できますか,YES
テキサス州ヒューストンの市長は民主党ですか,YES
aba はルーティング番号と同じですか,YES
オンタリオ州で警棒を運ぶのは合法ですか,YES
あなたは保守派であり、民主主義者でもありますか,YES
レッド・デッド・リデンプション・アンデッド・ナイトメアにはオリジナルのゲームが含まれていますか,No
本当に国民を逮捕できるのか,YES
リッパーストリートのシーズン5はありますか？,YES
マウンテンデューグリーンラベルはエナジードリンクですか,No
オーストラリアのビクトリアにはカラスやカラスがいますか,YES
ゴリラテープはダクトテープと同じですか,No
牝馬が三冠を達成したことがありますか,No
すべての双子葉植物は直根系を持っていますか,YES
サラとサラの違いはありますか,No
マーシャルプランは封じ込めの一例でしたか,YES
鼻に骨はありますか,YES
オオメジロザメは淡水に生息できますか,YES
映画『アンブレイカブル』は実話に基づいていますか,No
私立学校で銃乱射事件がありましたか,YES
映画「恋に落ちたシェイクスピア」は実話ですか,No
東海岸にハイイログマはいますか,YES
すべての州に銃の許可はありますか,No
ニュージャージー州で銃を買うには銃の免許が必要ですか,YES
ウィキペディアに自分のページを作成できますか,No
2018年ワールドカップの試合はありますか,YES
ヨハネの福音書にはたとえ話がありますか,No
すべてのプレーヤーはスーパーボウルのリングを手に入れますか,YES
マンチェスター・ユナイテッドは今シーズン何かトロフィーを獲得しましたか,No
こどもの日ってありますか？,YES
海軍兵学校に墓地はありますか,YES
新しい殺人シーズンはありますか,No
ベーキングパワーと重曹は同じですか,No
笑うと心臓発作を起こしますか,YES
チェス盤に8枚のクイーンを配置できますか,YES
スパルタカスは映画の最後に死んだのか,YES
ジキル博士とハイド氏は同一人物ですか,YES
映画『ラジオフライヤー』ではボビーは死ぬのか？,No
登録されたリバタリアンは予備選で投票できるか,YES
キャプテン・アメリカはジャスティス・リーグの一員ですか,No
メトロノースはニュージャージーまで行きますか,No
夜がない場所はありますか,YES
日曜日にビールを買ってもらえますか,YES
ドミニカ共和国はアメリカ合衆国の一部ですか,No
話と見方は同じですか,No
風と共に去りぬ映画はカラーで撮影されましたか,YES
すべての選手がスタンレーカップに名前を載せていますか,No
ユタ州ではアルコールを含む食べ物を注文する必要がありますか,No
イーライの映画本では彼は盲目ですか？,YES
2期目の大統領が再び立候補できるか,No
ブーメランは武器として使用できますか,YES
ギターヒーローはロックバンドより先に登場しましたか？,YES
すべての動脈は心臓から血液を運びますか?,YES
仕事中の居眠りを理由に解雇されることはありますか,YES
ニューヨーク生命は相互保険会社ですか,YES
菜の花のようなものはありますか,YES
ニュージャージーの食料品店でビールは売っていますか,YES
ゲーム・オブ・スローンズの試合が行われる予定ですか,YES
ロースクールに行かずにカリフォルニアで司法試験を受けることはできますか,YES
ファニーメイは連邦政府の一部ですか,No
アイルランド共和国はワールドカップ出場権を獲得しましたか,No
首相には宣戦布告する権限があるか,No
昆虫を食べるなら肉食動物ですか？,YES
カーニバルとマルディグラは同じものですか,YES
キリストの受難には字幕がありますか,YES
チームは自分たちのワールドカップで優勝したことがありますか,YES
チャーリーとチョコレート工場のチャーリーはまだ生きていますか,YES
死の楽器都市の骨の続編はありますか？,No
フリービューでチャンネルを取得できますか,No
ジャンダブを持ち歩くのは合法ですか？,YES
Left 4 Dead 2 クロスプラットフォームをプレイできますか,YES
シェトランドポニーはシェトランド諸島出身ですか,YES
誰と誰が同じバンドですか,No
高校生からNBAにドラフトされることはありますか,No
第二次世界大戦で日本軍はオーストラリアを攻撃しましたか,YES
ダ・ヴィンチの悪魔のシーズン4はありますか？,No
Xbox 360 のディスクは Xbox One で動作しますか,YES
2つの二重結合は隣り合っていてもよいでしょうか,YES
北斗七星は鋤と同じですか,YES
リーグカップで優勝するとヨーロッパリーグに参加できますか,YES
オーストラリアはベトナム戦争で徴兵制をとっていましたか,YES
車のエンジンは慣らす必要がありますか,No
死亡診断書には死因を記載する必要がありますか,No
最高裁判所の裁判官を解任する方法はありますか,YES
コロンビアを出国するにはコロンビアのパスポートが必要ですか,No
インドではバイクに保険をかけるのは義務ですか？,YES
3番目の分岐映画はありますか？,YES
プレイヤーはゲームごとにキャップを取得しますか,YES
映画『アイ・アム・ナンバー・フォー』でヘンリーは死ぬの？,YES
クラーク記念橋は有料橋ですか,No
元素の酸化状態は分数になる可能性がありますか,YES
メキシコは米国の一部とみなされますか,No
オクジャは映画の最後に死ぬのですか？,No
ジャックと豆の木はおとぎ話ですか,YES
サッカーで1点を獲得することは可能ですか,YES
郵便事業は借金をしたことがありますか,YES
新月と満月は同じものですか,No
パスポートカードは国内航空旅行に使用できますか,YES
大統領は全員同じ場所に埋葬されていますか,No
『エスケープ・ザ・ナイト』のシーズン3はあるの？,YES
ベルギーはワールドカップ決勝でプレーしたことがありますか,YES
第二次世界大戦中にヘリコプターはありましたか,YES
米国旗を冒涜することは違法ですか,No
ダブルバレルショットガンは一度に2発の弾丸を発射しますか,No
公正労働基準法は新しい協定の一部でしたか,YES
多項式には変数が必要ですか,YES
ノッツベリーファームにウォーター乗り物はありますか,YES
すべてのプレーヤーはスーパーボウルのトロフィーを獲得しますか,YES
著作権は期限切れになったら更新できますか,YES
副大統領はホワイトハウスにいますか,No
ジョニー・デップは21ジャンプ・ストリートでプレーしましたか,YES
インドには政教分離があるのですか,No
ゴールデンゲートブリッジは世界最大の橋ですか,No
ミツバチは刺されると必ず死ぬのですか,No
イソプロピルアルコールとエチルアルコールは同じですか,No
自画像はあなた自身である必要がありますか,No
テキサス州エルパソに軍事基地はありますか,YES
auなしでaqが付く単語はありますか,YES
カナダは米国と自由貿易をしていますか,YES
カヘタはドゥルセ・デ・レーチェと同じですか,YES
ベッドバスは自分を超えて購入しますか、赤ちゃんを購入しますか,YES
アラスカからチリまで車で行くことは可能ですか,YES
離婚理由を言わなければなりませんか,No
オレゴン州では日曜日にお酒を買えますか,YES
タイタニック号の船長は船ごと沈没しましたか,YES
奇数チームのシーズン3はありますか,YES
シンガポールは国連の加盟国ですか,YES
デュレルの新しいシリーズはありますか,YES
イギリスはスエズ運河をめぐって戦争をしたのか,YES
タイガー・ウッズが1年に4大メジャーすべてで優勝したことはありますか,No
無免許で銃を撃てますか,No
カカオ豆とコーヒー豆は同じものですか,No
ロシアはワールドカップ決勝に進出したことがありますか,No
ウォーキング・デッドのシーズン3のゲームはありますか,YES
イギリスとフランスの間にトンネルはありますか,YES
月桂樹の葉はすべて料理に使えますか,No
リード3のt波反転は正常ですか,No
イギリス人は紅茶にクリームを入れますか?,YES
第一次世界大戦で化学戦争はありましたか,YES
光の速度より速く動くものはありますか,No
整数の逆数を持つ整数はありますか,YES
キングダムハーツ358/2にゲームプレイはありますか？,YES
アメリカンフットボールとラグビーは同じものですか,No
トニックウォーターに含まれるキニーネはマラリアを予防しますか,YES
スタートレックディスカバリーの新シーズンはありますか？,YES
大統領を非連続で2期以上務めることはできますか,No
封筒に返信先住所が必要ですか,No
牛ひき肉とひき肉は同じものですか,YES
メジャーリーグ野球の試合でホームランを4本打った人はいますか,YES
オーストラリアとニュージーランドの間に島はありますか,YES
その国はワールドカップで優勝したことがありますか,YES
テラノバのシーズン2はありますか？,No
ドイツでは車の中で飲酒できますか,YES
秋のシーズン4はありますか,No
ラホーヤはサンディエゴとは別の都市ですか,No
同じ罪で二度裁判にかけられることはありますか,No
米国には紋章がありますか,YES
全国的に犬を職場に連れて行く日はありますか,YES
昔は100万ポンドの下落だったのか,YES
faカップで優勝するとチャンピオンズリーグへの出場権が得られますか,No
NFLの練習チームで給料をもらっていますか？,YES
原作の中で誰かが死ぬのか？,YES
アメリカン・ニンジャ・ウォリアーでお金を獲得できる人はいますか,YES
会社に複数のCOOを置くことはできますか,YES
モリス・ブラウン大学は認定を取り戻したのか,No
故郷と呼べる場所のシーズン6はありますか？,YES
グラウンドホッグとウッドチャックの違いはありますか,No
銃のショーで身元調査なしで銃を買うことはできますか,YES
カタリナ島にギャンブルカジノはありますか,No
小麦粉と精白粉は同じものですか,No
大統領は上院なしで最高裁判事を任命できるか,No
ワールドカップで銅メダルを獲得しますか,YES
新しいマンマ・ミーアの映画はミュージカルですか,YES
ビダリア玉ねぎはスイートオニオンと同じですか,YES
トニー・オスカーのエミー賞とグラミー賞を受賞した人はいますか,YES
サッカーのゴールキーパーはスローインからボールを拾うことができますか,No
カリーとアリゾナはシーズン10で復縁するのか,YES
アメリカはワールドカップ決勝に進出したことがありますか,No
ハーパーズフェリー襲撃は成功したのか,No
中等教育と高校は同じですか,No
Brotherhoodのシーズン4はありますか,No
プレイステーション4でプレイステーション2のゲームをプレイできますか？,YES
ゴルフでマイナスのハンディキャップはありますか,YES
社長になるのに年齢制限はありますか,YES
リトル・マーメイド2でアリエルは死ぬの？,No
イギリスにはかつてライオンがいましたか,YES
アイルランドは道路の左側を運転しますか,YES
赤ちゃんは映画の時間内に生き残れますか？,YES
エンパイアステートビル内にオフィスはありますか,YES
ハザード比と相対リスクは同じですか,No
チェスの女王は馬のように動けますか,No
bbガンにはオレンジ色の先端が必要ですか？,No
ポストを打つことはゴール上のショットとしてカウントされますか,No
ブラックライトとUVライトは同じものですか,YES
クローン・ウォーズの映画を先に見ますか,YES
タイタニック号の船長は船を放棄しましたか,No
声帯を使ってささやきますか,No
霜のつかない冷蔵庫の霜取りをしたほうがいいでしょうか,YES
憲法は私たちに投票権を与えていますか,YES
橈側静脈は深部静脈とみなされますか,No
アルファ犬の映画は実話ですか？,YES
猫の声帯を切り取ることはできますか,YES
青の祓魔師2期は続編ですか？,YES
デメラシュガーは黒砂糖と同じですか,No
あなたのお母さんとの出会いのシーズン10はありますか？,No
オレゴン州にはあなたの根拠法の立場がありますか,No
相同染色体は同じ形質の情報を持っていますか,YES
MVPが負けたチームに選ばれたことはありますか,YES
車をターボ化して過給することは可能ですか,YES
テスラモデルにはガソリンエンジンが搭載されていますか,No
52には尾部砲手が付いていますか？,YES
エスメラルダはノートルダムのせむしで死ぬのか,YES
母親がドイツで生まれた場合、ドイツ国籍を取得できますか,YES
ペンギンはスタンレーカップから出ていますか,YES
オーストラリアのギャンブルの賞金には税金を支払う必要がありますか,No
彼らはウォーキング・デッドでソフィアを見つけますか,YES
DS LiteでニンテンドーDSのゲームをプレイできますか,YES
アーカンソー・レイザーバックスがフットボールの全国選手権で優勝したことがありますか,YES
JPモルガンとチェイスバンクは同じですか,YES
ワールドカップでプレーする国で生まれなければなりませんか,No
サッカーボールを足の間に挟む必要がありますか,No
速度は速度または加速度と同じですか,No
鷲の羽を保管することは合法ですか,YES
微生物は他の微生物と共生関係を築くことができますか,YES
アベンジャーズとアベンジャーズは同じ映画ですか,YES
LAの赤を右折できますか,YES
社会学と社会心理学は同じものですか,No
バットマンとハーレー・クインの舞台はドゥカウですか？,YES
Xbox 360 に ITV ハブをダウンロードできますか,YES
米国外で生まれた場合、大統領になれますか,No
シーズン5はあなたが1勝でしたか？,No
マイルマーカーは出口番号と同じですか,No
帝国の逆襲のジャバ・ザ・ハットですか,No
ジャグヘッドとベティは漫画でデートしましたか,No
大罪を赦されることはありますか,YES
ゲーム・オブ・スローンズのシーズン7はありますか,YES
オープンゴルフで連勝した人はいますか,YES
アレックスは法と秩序に戻ることはありますか,YES
メキシコ湾は大西洋ですか,YES
まだシアーズのキットを自宅で購入できますか,No
土星の眺めはシボレーの春分と同じですか,No
ウィキペディアをすべてダウンロードすることは可能ですか,YES
ホーネッツの前にニューオーリンズにはバスケットボールチームがありましたか,YES
米国大統領はホワイトハウスに住んでいますか,YES
アルコールをフラスコに入れて持ち運ぶのは合法ですか,No
アイスランドはワールドカップに出場したことがありますか,YES
メッセンジャーのシーズン2はありますか？,No
サノスは漫画ですべてのインフィニティ・ストーンを手に入れますか,YES
ゲーム・オブ・スローンズのシーズン8はありますか,YES
17歳で夢精するのは普通ですか？,YES
どの州にもウォルマートの店舗はありますか,No
マーベル vs カプコン インフィニットにはストーリーモードがありますか,YES
宇宙で失われたロボットは話しますか,YES
レイカーズとクリッパーズはコートを共有しますか,YES
ボニー・ブレアの娘はオリンピックチームに選ばれましたか,No
マット・デイモンがスコッティを歌っているのはわかりません,YES
パー5のホールインワンがあっただろうか,YES
アメリカンリーグのチームはナショナルリーグのチームと対戦しますか,YES
私が落ちる前に女の子は死ぬの？,YES
ディズニーワールドの湖は人工的に作られたものですか,YES
大統領になるにはフランスに生まれなければなりませんか,No
ワールドカップはPK戦で決まったのか,YES
エド・シーランの曲は完璧なリメイクですか,No
チェスでボードのキングを取ることができますか,No
マイルとコーキーはマーフィー・ブラウンで結婚しましたか,YES
空から魚の雨が降ることはありますか？,YES
クールダレーン湖は冬には凍りますか,YES
屈折率を1未満にすることは可能ですか,YES
セントトーマス島はイギリス領バージン諸島の一部ですか,No
シアン化物に対する耐性を築くことができますか,No
obp に対するエラー カウントに基づいてベースに到達するかどうか,No
米国の地方裁判所ですか、連邦裁判所ですか,YES
セントピーターズカレッジは私立学校ですか,YES
良い喧嘩は良い妻に関連していますか,YES
フリーポストの住所にスタンプは必要ですか,No
鋳鉄フライパンをIH調理器で使用できますか?,YES
平行四辺形の辺は等しい必要がありますか,YES
マーク・ワトニーは火星の映画で死ぬ？,No
新しい凶器シリーズはありますか,YES
ミッキーマウスの家はまだマジックキングダムにありますか,No
日曜日にサウスカロライナでお酒を買えますか,No
ニューヨークに高架電車はありますか,No
ヒューイ・フューリーはタイソン・フューリーと関係がありますか,YES
ジャック・ブラックはスクール・オブ・ロックでギターを弾きましたか,YES
クレーム・ド・メンテにはアルコールが入っていますか,YES
学校内で銃を持ち歩くのは違法ですか,YES
一卵性双生児は同じ嚢にいなければなりませんか,YES
カスタードとアイスクリームは同じものですか,No
嚢胞性線維症財団は非営利ですか,YES
7月4日にオクラホマで酒屋は営業しますか,No
スーパーチャージャーとターボは付けられますか,YES
ナスカーのドライバーがインディ 500 で優勝したことがありますか,No
ボリシェヴィキはソ連と同じですか,YES
大統領になるにはアメリカの土壌で生まれなければなりませんか,YES
映画「ザ・ルーキー」それは本当の話ですか,YES
空手キッド3で宮城さんは死ぬの？,No
別のシリーズのエピソードがある予定ですか,No
フィービーはチャームドで赤ちゃんを産んだことがありますか,YES
コールマンのキャンプ燃料はホワイトガソリンと同じですか,YES
グレイズ・アナトミーのシーズン8で誰か死ぬ人はいますか？,YES
エミネムは『8マイル』でオスカーを獲得しましたか,YES
家族の問題が生の聴衆の前で撮影されましたか,YES
犬はグレイの解剖学で死ぬのか,YES
全粒粉と全粒粉は同じですか,YES
ヴィヴィアン・リーは『欲望という名の路面電車』でオスカーを受賞しましたか？,YES
彼らは盗まれたルビーのスリッパを見つけたことがありますか,No
アイアムナンバー4の続編はあるのでしょうか？,No
テネシー・タイタンズがスーパーボウルで優勝したことがありますか,No
北極は緯度の線ですか,YES
肝臓透析というものはありますか,YES
アイアンフィストシーズン2はありますか？,YES
水中毒のようなものはありますか,YES
フリー打撃のボールにスタンプアウトはありますか,No
フラッシュのシーズン4になるんですか？,YES
売上収益と売上総利益は同じものですか,No
ドワーフグラミーはオスとメスが一緒に暮らせるのでしょうか？,YES
白の女王には複数のシーズンがありますか,No
乳牛は牛乳を生産するために妊娠する必要がありますか,No
私はカンザス州の70歳です、有料道路ですか,YES
エティハド・スタジアム・マンチェスターには屋根がありますか,YES
70年代にスワットのテレビ番組がありましたか,YES
掃除機には真空がありますか,YES
トイトブルクの森の戦いで生き残ったローマ人はいますか,YES
ウィリアムズバーグ橋はブルックリン橋と同じですか,No
南の海と呼ばれる海はありますか,YES
シボレー トラバースには四輪駆動がありますか,No
エド・シーランはジャスティンのために「愛を自分自身に」と書きましたか？,No
シーク教徒はターバンをかぶる必要がありますか,YES
米国はワールドカップサッカーの出場権を獲得しましたか,No
エディンバラの路上で飲酒することは合法ですか,YES
米国の公用語はありますか,No
サラはいつ死から甦りますか,YES
彼らはまたジョン・カーターの映画を作るつもりなのでしょうか？,No
オーストラリアでフクロモモンガをペットとして飼えますか,YES
フェアリーテイルの新しいエピソードはありますか,No
ダンブルドアは不死鳥の順番で死ぬのか,No
ハリー・ポッターと呪いの子は映画ですか,No
北朝鮮は2018年のオリンピックに出場しましたか,YES
ハウス・オブ・カードのシーズン6はありますか,YES
決勝MVPは優勝チームでなければなりませんか,No
酸素が多すぎると死んでしまうことがありますか,YES
南部の人はみんな訛りがあるの？,No
広東語と北京語に違いはありますか,YES
faカップ優勝者はチャンピオンリーグ出場権を獲得できるのか,YES
マイアミ・マーリンズ・スタジアムには水槽がありますか,YES
テキサス州にあなたの基本法はありますか,YES
同じ部門の2つのチームがスーパーボウルでプレーできますか,No
ミシシッピ州では両親と一緒にお酒を飲めますか,YES
国家安全評議会は政府機関ですか,No
すべての気体の下付き文字は 2 ですか?,No
マニキュアとマニキュアは同じですか,YES
IH調理台に鋳鉄を置くことはできますか,YES
直接フリーキックでオフサイドになることはありますか,YES
バッターはボークでファーストに行きますか,No
フェニックスが飛んでいる飛行機は本当に飛んだのか,No
クリケットでノーボールでアウトになれますか？,YES
アメリカでエアロバーを入手できますか,YES
私のレミントン 1100 は 3 インチの砲弾を撃てますか?,YES
赤信号を無視することは合法ですか,YES
2008年に女性は大統領に立候補しましたか,YES
1933 年の証券法はまだ有効ですか,YES
グレイのアナトミーにとってこれが最後のシーズンですか,No
家にトイレットペーパーを置くと逮捕されますか,No
静脈は薬指から心臓まで通っていますか,No
憲法が書かれたときに政党はありましたか,No
メアリーと魔女の花の魔女はメアリーですか？,YES
ブルジュ アル アラブは世界で一番高いホテルですか,No
貝殻の中で海の音が本当に聞こえる？,No
鋳鉄フライパンはIHで動作しますか,YES
フリースローラインを越えることはできますか,No
アイルランドからトルコに旅行するにはビザが必要ですか?,YES
ゲーム・オブ・スローンズはシーズン7で終わったのか,No
凶悪なキッチンの新シーズンは来るだろうか,No
カナダドルと米ドルは同じですか,No
1957 年の公民権法は発効しましたか,No
グリズリーマンの映画では彼の死が描かれていますか,No
ダートフォード橋の料金を支払わなければなりませんか,YES
シーズン1でサムとディーンは父親を見つけますか,YES
カリフォルニアにはまだスリーストライク法がありますか,YES
ガーンジーのお金はイギリスで使えますか,YES
軽いパニック発作のようなものはありますか,YES
女性が二人の異なる父親を持つ双子を産むことは可能ですか,YES
ハンガーステーキとハラミステーキは同じですか,No
ドクターマーチンは今も英国で作られていますか,YES
兄弟はお互いに恋に落ちることができますか,YES
州を分割して他の州を形成することはできますか、または 2 つ以上の州が結合してより大きな州を形成することはできますか,YES
エイプリル・ケプナーとジャクソン・エイブリーは結婚するのか,YES
トニックウォーターにはキニーネがまだ入っていますか,YES
デンマークとスウェーデンの間にトンネルはありますか,YES
DNAポリメラーゼは独立して新しい核酸鎖を開始できるか,No
ヘリコプターで大西洋を横断できますか,YES
18歳未満でもタトゥーを入れられますか,No
牛は牛乳を生産するために妊娠し続けなければなりませんか,No
女性は2人の異なる父親から双子を産むことができますか,YES
アメリカのお金はカナダのお金より価値がありますか,YES
uscとスポーツダイレクトは同じ会社ですか？,YES
ICC は国連の一部ですか,No
ポール・マッカートニーは45秒で歌いますか,YES
ジョージはグレイの解剖学に戻ることはありますか,No
ジョージは二度目のテストに合格しますか,YES
膀胱移植のようなものはありますか,YES
すべての電子には正味の磁気モーメントがあるか,YES
ゲーム・オブ・スローンズではティリオンはまだ生きていますか？,YES
リチウムイオンはリチウムと同じですか,No
ジェーン・ザ・ヴァージンのシーズン4はありますか？,YES
マヒマヒはイルカの一種ですか,YES
ロンドンブリッジに地下鉄の駅はありますか,YES
カナダとアメリカの間に国境はありますか,YES
スペイン語とポルトガル語に違いはありますか,YES
二重脳震盪というものはありますか,YES
ジーパーズクリーパーズ3でクリーパーは死ぬの？,No
第二次世界大戦にヘリコプターはありましたか,YES
父親が違う双子が生まれることはありますか,YES
憲法には生命の自由と幸福の追求が書かれていますか,No
マカオでパスポートスタンプを押してもらえますか？,No
オーストラリアはまだ大英帝国の一部ですか,No
スペードインスペードでリードできますか,YES
キハダマグロはキハダマグロと同じですか,YES
スコーチトライアルの後に別のメイズランナー映画はありますか,YES
王はチェスで王を捕まえることができるか,No
国は債務の支払いを拒否できるか,YES
ラジオ小屋は全部潰れたのか,No
ラムとマトンの違いはありますか,YES
ノーマンズスカイはPS4専用ですか,No
バーボンはケンタッキー州で蒸留する必要がありますか,No
シーズン1でジャクソンは狼男になるのか,No
飛べない鳥はいますか,YES
55歳で妊娠できますか,YES
ピッチの邪魔にならないようにする必要がありますか,YES
プエルトリコには不動産税はありますか,YES
クワルクとカッテージチーズは同じものですか,No
米国の公用語はありますか,No
エアージャパンは日本航空と同じですか,No
肺に酸素が多すぎることはありますか,YES
列車はハワードビーチに行きますか,No
トヨタ rav4 は四輪駆動ですか,YES
NBAでMVPと新人王を獲得した人はいますか,YES
海水プールで塩素を使用できますか,YES
大統領が最高裁判事になったことはありますか,YES
オズの魔法使いの続編はありますか,YES
アイルランドはイギリスの一部だったことがありますか,YES
JクルーとJクルーファクトリーは同じですか,YES
ニューヨークで武器を隠し持っていますか？,YES
ミッキー・ロークはレスラーとしてオスカーを獲得しましたか,No
国王のスピーチは何か賞を受賞しましたか,YES
フランスの路上で飲めますか,YES
ティエリ・アンリは1998年のワールドカップ決勝でプレーしましたか,YES
ワールドカップ決勝はPK戦に持ち込めるのか,YES
ミシシッピ川に滝はありますか,No
グレイのイジーには赤ちゃんがいたの？,YES
NBAファイナルでチームがスウィープされたことはありますか,YES
高校でピッチャーがサードにフェイクできるか,No
タイラー・ザ・クリエイターは自分の音楽をプロデュースしていますか,YES
ブラックスタリオンの馬はまだ生きていますか,No
tk maxx と tj maxx は同じですか,YES
ウィスコンシン州で司法試験を受けなければなりませんか,No
塩酸フェニレフリンは塩酸プソイドエフェドリンと同じですか,No
クリミナル・マインドのシーズン13はありますか？,YES
アルコール性認知症というものはありますか,YES
28日後の映画をまた作るのか？,YES
ps3でps1とps2のゲームはできますか？,YES
モーグリはジャングル・ブックの続編ですか,No
松油とテレピン油は同じものですか,No
WWEユニバーサルチャンピオンシップは世界タイトルですか？,YES
ステンレス鋼は電磁調理器に使用できますか,YES
母音のない英語はありますか,YES
ハリケーン オードリーは記録的な高潮を引き起こしましたか,YES
パニッシャーの次のシーズンはありますか,YES
ラスベガス空港には出入り口はありますか,YES
人は片方の目は近視で、もう片方の目は遠視になる可能性がありますか,YES
ライセンスなしで射撃場で射撃できますか,YES
彼らは内戦で潜水艦を使用しましたか,YES
痛みを感じなくなる病気はありますか,YES
重犯罪者はノースカロライナ州で陪審員を務めることができるか,No
カリフォルニア州の弁護士資格を取得するにはロースクールに行かなければなりませんか,YES
オズの魔法使いのキャストでまだ生きている人はいますか,No
オリオン座のベルトは南半球でも見える？,YES
空手は2020年のオリンピックの競技種目になりますか？,No
オーストラリアの携帯電話番号はすべて 04 で始まりますか?,No
上流社会はフィラデルフィア物語のリメイクですか,YES
シナモンバジルはタイバジルと同じですか,YES
大統領はアメリカ生まれでなければなりませんか,YES
逆止弁と逆止弁は同じですか,YES
ペンシルバニア州の道路では塩が使用されていますか,YES
聖書にユダの本はありますか,YES
英国で個人的な通話を録音することは合法ですか,YES
魔法科高校の劣等生の次のシーズンはありますか？,No
ウサギはくまのプーさんのぬいぐるみですか,No
コウモリは空を飛べる唯一の哺乳類ですか,YES
アバはマンマ・ミーアの曲をすべて書きましたか？,YES
ディープサイクルバッテリーを消耗させるのは悪いことですか,YES
グレイズ・アナトミーのシーズン14はありますか？,YES
ジンとジンラミーには違いがありますか,No
クリーブランドが決勝でゴールデンステートを破ったことはありますか,YES
NFLチームは自分のスタジアムでスーパーボウルをプレーしたことがありますか,No
ディズニーはスター・ウォーズ・クローン・ウォーズを所有していますか,YES
関数が 1 対 1 ではない場合、その関数には逆関数がありますか?,No
ロッキー山脈はアパラチア山脈より高いですか,YES
カナダに女性首相がいたことがありますか,YES
雇用主はトイレの使用を理由にあなたを解雇できますか,No
iPad第1世代にはカメラが付いていますか？,No
現在のスターの誕生はリメイクですか,YES
サソリの爪は歩く足だと考えられていますか,No
IDカードを使ってヨーロッパを旅行できますか,YES
ファンディップでスティックを食べられますか,YES
ラスベガスのエッフェル塔の縮尺は何ですか,YES
シエロドライブ沿いの家はまだありますか,No
サウスカロライナ州グリーンビルに軍事基地はありますか,No
サッカーで途中出場した場合、復帰できますか,No
マジシャンはアメリカに勝ったことがありますか、才能がありますか,YES
Windows 7 で hyper v を使用できますか,No
最高裁判事から引退できますか,YES
ゲーム・オブ・スローンズの書籍シリーズは終了しましたか,No
Surface Pro 3 ペンは Surface Pro 4 と互換性がありますか,YES
空中に発射された弾丸は人を殺すことができますか,YES
パイレーツ・オブ・カリビアン・オン・ストレンジャー・タイズは前日譚ですか,No
ギャビンとステイシーの別のシリーズはありますか?,No
ローズボウルはコロシアムと同じですか,No
心臓は体の右側にありますか,YES
動物界のエピソードはさらに増えるでしょうか,No
コーポレートコミュニケーションは広報と同じですか,No
ゴシップガールシーズン6でチャックは死ぬの？,No
Xbox One ゲームは Xbox One S と互換性がありますか,YES
アメリカに50セント硬貨はありますか,YES
シータックとシータックは同じ空港ですか,YES
米国大統領は最高裁判事を解任できるのか,No
科学的記数法と標準形式は同じですか,YES
ゴールデンゴールルールはサッカー界にまだ存在しますか?,YES
米国には国家的な祈りの日がありますか,YES
インドはクリケットワールドカップで優勝したことがありますか,YES
継父になるには結婚する必要がありますか,YES
クエン酸はクエン酸回路の産物ですか,No
オクラホマ州に許可なく隠して持ち込むことはできますか,No
ジャグヘッドとベティは漫画の中でデートしたことがありますか,No
イングランドは2014 FIFAワールドカップに出場しましたか,YES
プロのスポーツ選手は冬季オリンピックに出場できますか,YES
プエルトリコはアメリカ合衆国大統領に投票できますか,No
ファイナルスペースシーズン2はありますか？,YES
